name,stars_count,forks_count,watchers,pull_requests,primary_language,languages_used,commit_count,created_at,licence
download,16398,3057,1075,5,,,36.0,2018-06-26T23:52:16Z,
lihang-code,16394,5934,529,17,Jupyter Notebook,['Jupyter Notebook'],45.0,2018-11-26T15:48:58Z,
seaweedfs,16390,1916,520,1482,Go,"['Go', 'Java', 'HTML', 'Makefile', 'Smarty', 'Shell', 'Lua', 'Dockerfile']",9159.0,2014-07-14T16:41:37Z,Apache License 2.0
react-native-vector-icons,16377,2089,211,339,JavaScript,"['JavaScript', 'Shell', 'Java', 'Objective-C', 'CSS', 'Ruby', 'Smarty', 'HTML']",584.0,2015-05-15T16:38:57Z,MIT License
bulletproof-react,16373,1447,157,50,TypeScript,"['TypeScript', 'JavaScript', 'HTML', 'Handlebars', 'CSS', 'Shell']",160.0,2021-05-30T14:47:16Z,MIT License
proposals,16363,720,2174,360,,,873.0,2016-05-11T23:41:28Z,
hubot,16355,3903,609,759,JavaScript,"['JavaScript', 'Shell', 'CoffeeScript']",2068.0,2011-08-27T08:30:59Z,MIT License
TrackersListCollection,16355,1304,242,7,,,2983.0,2019-10-03T15:55:07Z,GNU General Public License v3.0
spacedrive,16331,433,147,343,Rust,"['Rust', 'TypeScript', 'JavaScript', 'Java', 'CSS', 'SCSS', 'Swift', 'C++', 'Objective-C++', 'Objective-C']",1308.0,2021-09-27T05:09:04Z,GNU Affero General Public License v3.0
classnames,16325,566,130,144,JavaScript,"['JavaScript', 'TypeScript', 'HTML']",327.0,2014-11-05T00:44:31Z,MIT License
deep-learning-with-python-notebooks,16311,7969,647,51,Jupyter Notebook,['Jupyter Notebook'],42.0,2017-09-05T19:47:56Z,MIT License
Best-App,16292,1857,1263,56,,,286.0,2013-08-30T14:32:19Z,
coffeescript,16288,2032,521,1236,CoffeeScript,"['CoffeeScript', 'JavaScript']",4904.0,2009-12-18T01:39:53Z,MIT License
ncnn,16284,3705,583,1569,C++,"['C++', 'C', 'GLSL', 'Python', 'CMake', 'Shell', 'Batchfile', 'SWIG']",2813.0,2017-06-30T10:55:37Z,Other
CodeEdit,16279,778,196,577,Swift,"['Swift', 'PHP', 'Ruby', 'C']",1676.0,2022-03-10T21:28:14Z,MIT License
iview-admin,16278,4913,632,211,Vue,"['Vue', 'JavaScript', 'CSS', 'HTML']",462.0,2017-09-15T10:34:27Z,MIT License
awesome-github-profile-readme,16275,2899,127,897,,,701.0,2020-07-12T12:57:25Z,Creative Commons Zero v1.0 Universal
TensorFlow-Course,16266,3247,822,27,Jupyter Notebook,"['Jupyter Notebook', 'Python', 'Shell']",227.0,2018-10-02T18:10:12Z,MIT License
bit,16265,893,183,5096,TypeScript,"['TypeScript', 'JavaScript', 'SCSS', 'Shell', 'PowerShell', 'CSS', 'Ruby', 'Dockerfile', 'Batchfile', 'Stylus']",11247.0,2017-01-22T14:51:43Z,Other
gpt-2,16262,4090,587,69,Python,['Python'],57.0,2019-02-11T04:21:59Z,Other
luigi,16258,2353,483,2261,Python,"['Python', 'JavaScript', 'HTML', 'CSS', 'Shell']",4069.0,2012-09-20T15:06:38Z,Apache License 2.0
redis,16255,1959,250,1130,Go,"['Go', 'Shell', 'Makefile']",2271.0,2012-07-25T13:01:39Z,"BSD 2-Clause ""Simplified"" License"
vue-manage-system,16255,5515,566,64,Vue,"['Vue', 'TypeScript', 'CSS', 'HTML']",232.0,2016-11-30T06:34:40Z,MIT License
plaid,16254,3238,635,506,Kotlin,"['Kotlin', 'Java', 'HTML', 'Shell']",1277.0,2015-10-30T16:10:56Z,Apache License 2.0
superagent,16227,1339,226,656,JavaScript,"['JavaScript', 'HTML', 'Makefile', 'Shell']",1851.0,2011-04-13T02:29:45Z,MIT License
d2l-en,16188,3497,354,2078,Python,"['Python', 'TeX', 'HTML', 'Shell', 'CSS']",6274.0,2018-10-09T01:04:37Z,Other
nx,16187,1609,147,7520,TypeScript,"['TypeScript', 'JavaScript', 'CSS', 'Shell', 'C++', 'HTML', 'Objective-C', 'Ruby', 'Starlark']",7841.0,2017-08-11T18:50:23Z,MIT License
delta,16183,275,68,662,Rust,"['Rust', 'Shell', 'Makefile', 'Ruby', 'Dockerfile', 'Python']",1908.0,2019-06-24T15:00:13Z,MIT License
zsh-syntax-highlighting,16178,1248,134,250,Shell,"['Shell', 'Perl', 'Makefile']",1316.0,2010-12-25T17:28:55Z,"BSD 3-Clause ""New"" or ""Revised"" License"
KaTeX,16163,1101,280,2064,JavaScript,"['JavaScript', 'Perl', 'HTML', 'Less', 'Python', 'CSS', 'Shell', 'Makefile', 'Dockerfile', 'TeX']",2106.0,2013-07-05T09:01:54Z,MIT License
ruby-style-guide,16153,3442,536,587,,,992.0,2011-09-12T13:03:05Z,
diff-so-fancy,16146,342,117,191,Perl,"['Perl', 'Shell']",652.0,2016-02-04T11:32:08Z,MIT License
node-jsonwebtoken,16135,1179,266,265,JavaScript,['JavaScript'],444.0,2013-07-01T01:28:43Z,MIT License
java8-tutorial,16119,3958,1008,47,Java,"['Java', 'JavaScript']",149.0,2014-03-16T17:25:43Z,MIT License
data-science,16115,2812,940,44,,,100.0,2016-06-19T15:15:36Z,Other
dva,16113,3218,445,347,JavaScript,['JavaScript'],752.0,2016-06-24T09:06:16Z,MIT License
Kap,16107,797,179,415,TypeScript,"['TypeScript', 'JavaScript']",905.0,2016-08-10T19:37:08Z,MIT License
Ryujinx,16105,1796,289,2646,C#,"['C#', 'Smalltalk', 'Python', 'GLSL', 'Shell', 'C', 'Makefile']",2573.0,2018-02-04T23:07:54Z,MIT License
fonts,16102,2487,443,3195,HTML,"['HTML', 'Python', 'Shell']",4644.0,2015-02-11T23:34:54Z,
git-extras,16099,1212,222,642,Shell,"['Shell', 'Batchfile', 'Makefile']",1697.0,2010-08-04T16:32:07Z,MIT License
golang-developer-roadmap,16098,2003,401,58,,,131.0,2019-04-15T10:14:22Z,
Catch2,16084,2754,448,891,C++,"['C++', 'CMake', 'Python', 'Meson', 'Starlark', 'Batchfile', 'Shell', 'PowerShell']",4221.0,2010-11-08T18:22:56Z,Boost Software License 1.0
react-demos,16077,6575,1087,52,JavaScript,"['JavaScript', 'HTML']",97.0,2015-03-23T10:50:07Z,
Bilibili-Evolved,16069,1359,104,271,TypeScript,"['TypeScript', 'Vue', 'CSS', 'SCSS', 'JavaScript']",7050.0,2018-07-16T07:48:06Z,Other
fmt,16056,1950,318,1143,C++,"['C++', 'Python', 'CMake', 'Shell', 'Cuda', 'Starlark', 'HTML', 'Makefile']",6043.0,2012-12-07T16:26:46Z,Other
netlify-cms,16046,2913,267,3892,JavaScript,"['JavaScript', 'TypeScript', 'HTML', 'Shell', 'CSS']",4088.0,2015-01-20T05:47:47Z,MIT License
Carbon,16037,1236,231,1557,PHP,"['PHP', 'Batchfile']",3419.0,2012-09-08T02:56:20Z,MIT License
nndl.github.io,16027,3500,758,14,HTML,['HTML'],317.0,2016-09-06T08:09:06Z,
parallax,16013,2165,549,43,JavaScript,['JavaScript'],167.0,2013-08-01T15:28:05Z,Other
data,16011,10874,1302,114,Jupyter Notebook,"['Jupyter Notebook', 'R', 'Python']",1379.0,2014-03-17T13:49:17Z,Creative Commons Attribution 4.0 International
slim,15997,603,173,163,Go,"['Go', 'Shell', 'Makefile', 'Dockerfile']",843.0,2015-09-09T17:39:11Z,Apache License 2.0
LeetcodeTop,15993,2492,284,9,,,115.0,2020-07-01T04:47:22Z,
interview,15986,3539,772,66,,,136.0,2014-01-29T04:05:28Z,Do What The F*ck You Want To Public License
Functional-Light-JS,15979,1935,470,89,JavaScript,"['JavaScript', 'HTML', 'CSS']",488.0,2016-08-17T01:40:50Z,Other
MBProgressHUD,15977,3512,566,227,Objective-C,"['Objective-C', 'Ruby', 'Swift']",683.0,2009-05-31T21:45:41Z,MIT License
awesome-dotnet,15969,2462,1106,1045,,,1567.0,2014-07-16T09:32:12Z,Creative Commons Zero v1.0 Universal
Become-A-Full-Stack-Web-Developer,15967,2631,841,68,,,53.0,2017-03-16T17:51:51Z,MIT License
DeOldify,15961,2310,434,111,Python,"['Python', 'Jupyter Notebook', 'Cuda', 'C++', 'Smarty']",503.0,2018-10-31T23:32:34Z,MIT License
emotion,15942,1060,100,1320,JavaScript,"['JavaScript', 'TypeScript', 'HTML', 'Shell']",1750.0,2017-05-27T04:23:45Z,MIT License
anko,15941,1302,541,149,Kotlin,"['Kotlin', 'Java', 'HTML']",1064.0,2014-09-18T12:12:23Z,Apache License 2.0
zipkin,15936,3022,701,2175,Java,"['Java', 'TypeScript', 'JavaScript', 'Shell', 'Dockerfile', 'Smarty', 'HTML', 'CSS']",2715.0,2012-06-06T18:26:16Z,Apache License 2.0
IQKeyboardManager,15935,2352,362,189,Swift,"['Swift', 'Objective-C', 'C', 'Ruby']",1217.0,2013-08-25T11:32:48Z,MIT License
fx,15928,444,125,69,Go,"['Go', 'JavaScript', 'Python', 'Ruby']",347.0,2018-01-25T17:29:43Z,MIT License
30-seconds-of-css,15923,1073,331,164,CSS,['CSS'],676.0,2018-02-25T13:22:25Z,Creative Commons Attribution 4.0 International
PHP-Parser,15914,909,228,371,PHP,"['PHP', 'Yacc', 'Shell']",1423.0,2011-04-18T17:03:47Z,"BSD 3-Clause ""New"" or ""Revised"" License"
better-scroll,15911,2599,258,208,TypeScript,"['TypeScript', 'Vue', 'JavaScript', 'Stylus', 'CSS', 'HTML', 'Shell']",1990.0,2015-12-18T03:22:16Z,MIT License
Dive-into-DL-PyTorch,15910,5061,391,39,Jupyter Notebook,"['Jupyter Notebook', 'Python', 'Dockerfile']",241.0,2019-02-21T03:45:20Z,Apache License 2.0
node-red,15897,2971,529,1867,JavaScript,"['JavaScript', 'HTML', 'Shell', 'CSS']",7942.0,2013-09-05T13:30:47Z,Apache License 2.0
appium,15894,5786,891,4682,JavaScript,"['JavaScript', 'TypeScript', 'HTML', 'Shell', 'Handlebars', 'Python', 'Ruby', 'CSS']",9541.0,2013-01-09T22:49:50Z,Apache License 2.0
ungoogled-chromium,15888,729,286,418,Python,"['Python', 'Shell']",2031.0,2015-06-12T22:24:24Z,"BSD 3-Clause ""New"" or ""Revised"" License"
fullcalendar,15869,3462,457,574,TypeScript,"['TypeScript', 'HTML', 'CSS', 'JavaScript', 'PHP', 'Smarty']",6239.0,2009-11-22T23:16:51Z,MIT License
masonry,15865,2174,466,52,HTML,"['HTML', 'JavaScript', 'CSS']",451.0,2009-11-21T21:04:56Z,
yoga,15861,1351,395,669,C++,"['C++', 'Java', 'C#', 'JavaScript', 'HTML', 'Objective-C', 'CSS', 'Swift', 'C', 'Python']",2126.0,2014-04-07T01:37:37Z,MIT License
ToolsOfTheTrade,15853,1259,490,471,,,643.0,2014-05-29T04:11:33Z,Other
howto-make-more-money,15848,1670,2000,16,PHP,"['PHP', 'CSS']",71.0,2016-03-13T12:22:03Z,
SpringBoot-Labs,15846,5187,770,29,Java,"['Java', 'HTML', 'Shell', 'Lua']",678.0,2018-09-12T14:51:46Z,
Windows10Debloater,15845,1938,377,84,PowerShell,['PowerShell'],338.0,2017-12-12T01:35:58Z,MIT License
doomemacs,15839,2888,237,2702,Emacs Lisp,"['Emacs Lisp', 'YASnippet', 'Shell', 'Nix', 'HTML', 'JavaScript', 'Batchfile', 'Go', 'PHP', 'Rust']",18066.0,2014-07-12T09:29:52Z,MIT License
trivy,15833,1534,147,1555,Go,"['Go', 'Smarty', 'Shell', 'Open Policy Agent', 'Makefile', 'Mustache', 'Dockerfile']",1837.0,2019-04-11T01:01:07Z,Apache License 2.0
darkreader,15828,2053,172,6325,TypeScript,"['TypeScript', 'JavaScript', 'Less', 'HTML']",6420.0,2014-11-15T14:22:52Z,MIT License
node-redis,15827,1760,301,784,TypeScript,"['TypeScript', 'JavaScript', 'Dockerfile', 'Shell']",1823.0,2010-09-14T02:05:09Z,MIT License
Karabiner-Elements,15818,809,220,77,C++,"['C++', 'Swift', 'Objective-C', 'C', 'Shell', 'Makefile', 'CMake', 'Python', 'AppleScript', 'Ruby']",5720.0,2016-07-11T04:57:55Z,The Unlicense
hexo-theme-next,15813,3741,455,418,JavaScript,"['JavaScript', 'Stylus', 'CSS', 'CoffeeScript']",1809.0,2014-12-01T14:07:07Z,MIT License
Summer2023-Internships,15808,1684,724,1436,Python,['Python'],3265.0,2020-05-23T20:53:18Z,
tinyrenderer,15807,1525,414,10,C++,"['C++', 'CMake', 'Dockerfile']",113.0,2015-01-17T16:46:01Z,Other
SwiftGuide,15804,3627,1497,45,Swift,['Swift'],566.0,2014-06-14T01:17:57Z,
sismo-protocol,15802,464,174,59,TypeScript,"['TypeScript', 'Solidity', 'Dockerfile', 'Shell']",307.0,2022-06-16T15:46:44Z,MIT License
best-resume-ever,15799,2247,323,292,Vue,"['Vue', 'JavaScript', 'HTML']",700.0,2017-01-30T23:02:00Z,MIT License
micropython,15795,6093,732,5011,C,"['C', 'Python', 'Makefile', 'C++', 'CMake', 'Shell', 'Assembly', 'JavaScript']",14442.0,2013-12-20T11:47:07Z,Other
You-Dont-Need-Lodash-Underscore,15769,767,209,232,JavaScript,['JavaScript'],506.0,2016-01-26T09:26:42Z,MIT License
BullshitGenerator,15755,2966,276,53,JavaScript,"['JavaScript', 'HTML', 'Python']",32.0,2019-10-28T17:05:51Z,Other
Anime4K,15747,1311,281,30,Jupyter Notebook,"['Jupyter Notebook', 'GLSL', 'Python', 'Batchfile']",417.0,2019-08-13T22:51:31Z,MIT License
medium-editor,15731,1884,363,641,JavaScript,"['JavaScript', 'CSS']",2621.0,2013-05-29T17:40:11Z,Other
zipline,15725,4527,1007,1866,Python,"['Python', 'Jupyter Notebook', 'Shell', 'Batchfile', 'PowerShell', 'Dockerfile', 'Emacs Lisp']",6226.0,2012-10-19T15:50:29Z,Apache License 2.0
vue-vben-admin,15720,4399,205,555,Vue,"['Vue', 'TypeScript', 'Less', 'JavaScript', 'CSS', 'HTML', 'Shell']",1539.0,2020-07-11T02:29:21Z,MIT License
Dapper,15720,3589,959,583,C#,"['C#', 'PowerShell', 'Batchfile']",1516.0,2011-04-14T08:42:59Z,Other
spellbook-of-modern-webdev,15717,1271,506,32,,,58.0,2017-06-10T18:03:21Z,
mustache.js,15714,2441,410,339,JavaScript,"['JavaScript', 'Mustache', 'Ruby', 'HTML', 'TypeScript']",829.0,2009-10-04T23:41:19Z,MIT License
realm-swift,15713,2119,385,2983,Objective-C,"['Objective-C', 'Swift', 'C++', 'Shell', 'Python', 'Ruby', 'C', 'Emacs Lisp']",12050.0,2012-04-16T20:06:56Z,Apache License 2.0
mkdocs,15713,2161,232,1102,Python,"['Python', 'JavaScript', 'HTML', 'CSS']",1821.0,2014-01-11T21:05:21Z,"BSD 2-Clause ""Simplified"" License"
pyspider,15710,3663,904,169,Python,"['Python', 'JavaScript', 'HTML', 'CSS', 'Lua', 'Dockerfile']",1181.0,2014-02-21T19:18:47Z,Apache License 2.0
python-spider,15692,5707,628,43,Python,"['Python', 'JavaScript', 'HTML']",338.0,2017-05-05T07:28:13Z,
nnn,15685,645,129,651,C,"['C', 'Shell', 'Roff', 'Makefile', 'C++', 'Python', 'Elvish']",4141.0,2016-08-20T14:10:14Z,"BSD 2-Clause ""Simplified"" License"
goaccess,15685,1021,289,322,C,"['C', 'JavaScript', 'Roff', 'CSS', 'HTML', 'M4', 'Makefile', 'Dockerfile', 'Shell']",3934.0,2013-07-14T03:42:08Z,MIT License
ipython,15663,4401,773,6787,Python,"['Python', 'Jupyter Notebook', 'Shell', 'Makefile', 'Batchfile']",26249.0,2010-05-10T04:46:06Z,"BSD 3-Clause ""New"" or ""Revised"" License"
AR.js,15654,2211,558,149,HTML,"['HTML', 'JavaScript', 'Makefile', 'GAP', 'Forth', 'C', 'Brainfuck', 'CSS']",1618.0,2017-02-17T10:27:59Z,MIT License
nvidia-docker,15648,2008,439,84,Makefile,"['Makefile', 'Shell']",431.0,2015-11-04T18:04:49Z,Apache License 2.0
inferno,15642,678,278,745,JavaScript,"['JavaScript', 'HTML', 'CSS']",6142.0,2015-02-01T22:07:38Z,MIT License
AdGuardHome,15636,1355,262,361,Go,"['Go', 'JavaScript', 'TypeScript', 'CSS', 'Shell', 'HTML', 'Makefile', 'Dockerfile', 'Less']",3587.0,2016-07-06T10:31:47Z,GNU General Public License v3.0
v,31194,1918,475,9213,V,"['V', 'CSS', 'JavaScript', 'Batchfile', 'HTML', 'Makefile', 'C', 'Objective-C', 'Gnuplot', 'Dockerfile']",14733.0,2019-02-08T02:57:06Z,MIT License
shellcheck,31178,1569,415,330,Haskell,"['Haskell', 'Shell', 'Dockerfile']",1885.0,2012-11-17T03:15:11Z,GNU General Public License v3.0
gorm,31176,3442,494,1084,Go,"['Go', 'Shell']",2552.0,2013-10-25T08:31:38Z,MIT License
metabase,31163,4218,640,15273,Clojure,"['Clojure', 'JavaScript', 'TypeScript', 'CSS', 'Shell', 'Mustache', 'Emacs Lisp', 'Dockerfile', 'HTML']",25952.0,2015-02-02T19:25:47Z,Other
android-open-project,31152,12031,3682,287,,,958.0,2014-01-05T15:20:15Z,Apache License 2.0
first-contributions,31066,55926,497,62244,,,5063.0,2016-09-20T14:35:09Z,MIT License
jQuery-File-Upload,31059,8170,1597,371,PHP,"['PHP', 'JavaScript', 'HTML', 'Python', 'CSS', 'Dockerfile']",1265.0,2010-12-01T15:35:32Z,MIT License
cli,31057,4596,776,2115,Go,"['Go', 'Shell', 'Makefile', 'PowerShell', 'Batchfile']",6287.0,2019-10-03T15:24:53Z,MIT License
ijkplayer,31042,7923,1212,225,C,"['C', 'Objective-C', 'Java', 'Shell', 'Makefile', 'C++', 'Ruby']",2627.0,2013-06-03T04:12:04Z,GNU General Public License v2.0
AppFlowy,31013,1761,285,984,Dart,"['Dart', 'Rust', 'C++', 'CMake', 'Swift', 'Ruby', 'HTML', 'C', 'Shell', 'Java']",3766.0,2021-06-16T12:56:48Z,GNU Affero General Public License v3.0
black,30944,1983,227,1315,Python,"['Python', 'Vim Script', 'Jupyter Notebook', 'Dockerfile']",1500.0,2018-03-14T19:54:45Z,MIT License
12306,30924,9436,839,145,Python,"['Python', 'Shell', 'Dockerfile']",435.0,2017-05-17T12:23:40Z,MIT License
ShadowsocksX-NG,30923,7962,950,115,Swift,"['Swift', 'Objective-C', 'Shell', 'Python', 'Rich Text Format', 'Makefile', 'Ruby', 'C']",592.0,2016-06-10T11:49:00Z,GNU General Public License v3.0
zju-icicles,30853,8584,1087,215,HTML,"['HTML', 'C', 'CSS', 'C++', 'Verilog', 'Assembly', 'Java', 'Python', 'Scala', 'TeX']",1408.0,2016-06-28T16:17:32Z,
chakra-ui,30800,2756,204,2781,TypeScript,"['TypeScript', 'JavaScript', 'Handlebars', 'HTML', 'Shell']",8760.0,2019-08-17T14:27:54Z,MIT License
date-fns,30756,1588,208,1519,TypeScript,"['TypeScript', 'JavaScript', 'Shell']",1930.0,2014-10-06T10:24:22Z,MIT License
aspnetcore,30683,8693,1448,14599,C#,"['C#', 'JavaScript', 'HTML', 'C++', 'TypeScript', 'Java', 'PowerShell', 'Shell', 'C', 'CSS']",50895.0,2014-03-11T06:09:42Z,MIT License
devdocs,30620,2069,630,825,Ruby,"['Ruby', 'CoffeeScript', 'SCSS', 'HTML', 'CSS', 'JavaScript', 'Dockerfile', 'Procfile']",4920.0,2013-10-24T18:16:07Z,Mozilla Public License 2.0
zxing,30592,9270,1692,344,Java,"['Java', 'HTML', 'CSS']",3683.0,2011-10-12T14:07:27Z,Apache License 2.0
netty,30567,15065,1776,6971,Java,"['Java', 'C', 'HTML', 'Shell', 'JavaScript', 'Makefile', 'Groovy', 'CSS']",11029.0,2010-11-09T09:22:21Z,Apache License 2.0
cobra,30395,2596,363,895,Go,"['Go', 'Makefile']",978.0,2013-09-03T20:40:26Z,Apache License 2.0
vim-plug,30293,1875,381,249,Vim Script,"['Vim Script', 'Shell']",692.0,2013-09-10T14:58:51Z,MIT License
pyenv,30291,2685,383,916,Roff,"['Roff', 'Shell', 'Python', 'Makefile', 'C', 'Dockerfile', 'Vim Script']",3022.0,2012-08-31T06:57:52Z,MIT License
typeorm,30205,5627,356,2487,TypeScript,"['TypeScript', 'JavaScript', 'Shell', 'Dockerfile']",5162.0,2016-02-29T07:41:14Z,MIT License
acme.sh,30060,4148,491,1841,Shell,"['Shell', 'Dockerfile']",5042.0,2015-12-26T12:56:33Z,GNU General Public License v3.0
dbeaver,30052,2723,496,3692,Java,"['Java', 'C++', 'CSS', 'HTML', 'XSLT', 'Batchfile', 'Shell']",23769.0,2015-10-21T08:26:28Z,Apache License 2.0
wtfjs,29880,2213,538,177,JavaScript,"['JavaScript', 'Shell']",441.0,2017-07-14T15:42:12Z,Do What The F*ck You Want To Public License
mitmproxy,29860,3586,617,2497,Python,"['Python', 'TypeScript', 'JavaScript', 'Less', 'HTML', 'Kaitai Struct', 'CSS', 'Shell', 'Dockerfile', 'PowerShell']",10248.0,2010-02-16T04:10:13Z,MIT License
jieba,29857,6621,1293,164,Python,"['Python', 'OpenEdge ABL']",523.0,2012-09-29T07:52:01Z,MIT License
awesome-javascript,29818,4166,1102,749,,,797.0,2014-07-01T15:59:02Z,
awesome-awesomeness,29765,3510,1704,401,Ruby,['Ruby'],576.0,2014-07-08T05:44:19Z,
gym,29759,8166,1005,1433,Python,"['Python', 'Dockerfile', 'Shell']",1755.0,2016-04-27T14:59:16Z,Other
certbot,29584,3312,765,4401,Python,"['Python', 'Shell', 'Batchfile', 'Makefile', 'NSIS', 'Augeas', 'Dockerfile', 'PowerShell', 'DIGITAL Command Language', 'Smarty']",10651.0,2014-11-12T02:52:20Z,Other
type-challenges,29554,2969,122,552,TypeScript,"['TypeScript', 'HTML', 'CSS', 'Shell']",797.0,2020-07-23T14:33:11Z,MIT License
vue-cli,29547,6396,653,1795,JavaScript,"['JavaScript', 'Vue', 'TypeScript', 'Stylus', 'HTML', 'Shell', 'AppleScript']",3531.0,2015-12-26T23:11:20Z,MIT License
HEAD,29518,1964,719,147,,,367.0,2016-04-20T20:05:37Z,
vim,29404,4567,680,4880,Vim Script,"['Vim Script', 'C', 'Roff', 'Makefile', 'C++', 'M4', 'NSIS', 'PostScript', 'Perl', 'Module Management System']",17530.0,2015-08-18T21:03:56Z,Vim License
carbon-lang,29392,1238,412,1817,C++,"['C++', 'Python', 'Starlark', 'JavaScript', 'Shell', 'Vim Script', 'Dockerfile', 'HTML', 'Yacc', 'C']",1485.0,2020-04-27T21:45:16Z,Other
foundation-sites,29383,5621,1287,4090,HTML,"['HTML', 'SCSS', 'JavaScript']",17241.0,2011-10-13T23:05:42Z,MIT License
tesseract.js,29320,1969,485,162,JavaScript,"['JavaScript', 'HTML']",681.0,2015-06-24T02:49:52Z,Apache License 2.0
beego,29318,5548,1206,1880,Go,"['Go', 'Makefile', 'Shell', 'Smarty']",4660.0,2012-02-29T02:32:08Z,Other
COVID-19,29271,18757,884,2660,,,7410.0,2020-02-04T22:03:53Z,
metasploit-framework,29218,12819,2019,11790,Ruby,"['Ruby', 'PowerShell', 'C', 'Python', 'HTML', 'JavaScript', 'Assembly', 'Rich Text Format', 'Go', 'Shell']",68973.0,2011-08-30T06:13:20Z,Other
stable-diffusion-webui,29166,5475,284,1316,Python,"['Python', 'JavaScript', 'HTML', 'CSS', 'Shell', 'Batchfile']",3329.0,2022-08-22T14:05:26Z,GNU Affero General Public License v3.0
phantomjs,29128,5843,1137,1137,C++,"['C++', 'JavaScript', 'C', 'Python', 'HTML', 'Shell', 'CMake', 'CSS']",1958.0,2010-12-27T08:18:58Z,"BSD 3-Clause ""New"" or ""Revised"" License"
es6features,29089,2920,1229,76,,,109.0,2014-03-03T18:29:30Z,MIT License
graphql-engine,29084,2575,342,3279,TypeScript,"['TypeScript', 'Haskell', 'JavaScript', 'Go', 'Python', 'CSS', 'SCSS', 'Shell', 'HTML', 'PLpgSQL']",6082.0,2018-06-18T07:57:36Z,Apache License 2.0
react-beautiful-dnd,29053,2314,247,945,JavaScript,"['JavaScript', 'HTML']",802.0,2017-08-09T03:37:15Z,Other
react-boilerplate,28964,6158,541,1189,JavaScript,"['JavaScript', 'HTML']",1457.0,2015-02-18T14:36:32Z,MIT License
marked,28960,3287,391,1346,JavaScript,"['JavaScript', 'HTML', 'Makefile']",2934.0,2011-07-24T13:15:51Z,Other
LeetCode-Go,28945,5242,635,193,Go,"['Go', 'HTML', 'SCSS', 'CSS', 'JavaScript', 'Python', 'Shell']",1475.0,2017-07-18T00:06:14Z,MIT License
aria2,28865,3186,727,309,C++,"['C++', 'C', 'Makefile', 'M4', 'Shell']",5321.0,2010-11-27T09:41:48Z,GNU General Public License v2.0
googletest,28852,9042,1188,1851,C++,"['C++', 'Python', 'CMake', 'C', 'Starlark', 'Shell', 'Batchfile']",4086.0,2015-07-28T15:07:53Z,"BSD 3-Clause ""New"" or ""Revised"" License"
weekly,28848,2117,1862,82,,,483.0,2018-10-13T12:36:07Z,
airflow,28842,11814,761,19697,Python,"['Python', 'TypeScript', 'Shell', 'HTML', 'JavaScript', 'Dockerfile', 'Jinja', 'CSS', 'Jupyter Notebook', 'HCL']",18663.0,2015-04-13T18:04:58Z,Apache License 2.0
Blog,28821,4606,1265,8,,,321.0,2017-03-13T10:04:33Z,
framework,28735,9798,1006,26284,PHP,"['PHP', 'Blade', 'Shell', 'CSS', 'Hack']",34931.0,2013-01-10T21:27:28Z,MIT License
p3c,28708,7866,1330,129,Kotlin,"['Kotlin', 'Java', 'FreeMarker', 'CSS']",290.0,2017-06-23T06:15:51Z,Apache License 2.0
dotfiles,28662,8818,710,602,Shell,"['Shell', 'Vim Script', 'GDB']",761.0,2011-09-05T18:07:54Z,MIT License
appwrite,28646,2378,340,2438,TypeScript,"['TypeScript', 'PHP', 'Dockerfile', 'Shell']",14262.0,2019-04-08T16:36:25Z,"BSD 3-Clause ""New"" or ""Revised"" License"
husky,28570,1007,152,339,JavaScript,"['JavaScript', 'Shell']",854.0,2014-06-23T12:14:21Z,MIT License
spring-boot-demo,28513,9902,1000,76,Java,"['Java', 'HTML', 'TSQL', 'PLpgSQL', 'Lua', 'FreeMarker', 'Dockerfile']",734.0,2017-11-10T06:27:29Z,MIT License
prisma,28508,1024,231,4768,TypeScript,"['TypeScript', 'JavaScript', 'Shell', 'Dockerfile', 'Smarty', 'TSQL', 'Batchfile']",8897.0,2019-06-20T13:33:47Z,Apache License 2.0
fanqiang,28465,6007,1164,9,Kotlin,"['Kotlin', 'JavaScript', 'Shell', 'Python', 'Java', 'HTML', 'AIDL', 'Batchfile', 'Perl']",1172.0,2015-01-14T00:34:25Z,
project-guidelines,28427,3246,634,130,JavaScript,['JavaScript'],169.0,2017-06-30T10:17:55Z,MIT License
spring-boot-examples,28406,12155,1331,47,Java,"['Java', 'HTML', 'Dockerfile', 'CSS']",213.0,2016-11-05T05:32:33Z,
vimrc,28370,7117,784,229,Vim Script,"['Vim Script', 'Vim Snippet', 'Ruby', 'Shell', 'Python', 'PowerShell', 'CoffeeScript', 'VBScript', 'Makefile', 'CMake']",470.0,2012-05-29T16:19:29Z,MIT License
compose,28332,4703,708,3445,Go,"['Go', 'Dockerfile', 'Makefile', 'Gherkin', 'HCL', 'Shell', 'HTML']",3847.0,2013-12-09T11:40:58Z,Apache License 2.0
Docker-OSX,28327,1388,345,112,Shell,"['Shell', 'Dockerfile', 'Python', 'Mustache']",454.0,2020-06-04T11:01:37Z,GNU General Public License v3.0
uptime-kuma,28324,2371,182,825,JavaScript,"['JavaScript', 'Vue', 'SCSS', 'TypeScript', 'Shell', 'Dockerfile', 'Go', 'HTML', 'PowerShell']",3558.0,2021-07-03T01:02:42Z,MIT License
